Timestamp,Test Case,Step,Status,Message
2025-10-22 15:08:38,Booking Creation,Select vehicle,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_customer_code.py"", line 135, in test_login_valid
    wait.until(EC.element_to_be_clickable((By.XPATH, constent.SELECT_VEHICLE))).click()
    ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 129, in until
    value = method(self._driver)
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\expected_conditions.py"", line 622, in _predicate
    target = driver.find_element(*target)  # grab element at locator
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 914, in find_element
    return self.execute(Command.FIND_ELEMENT, {""using"": by, ""value"": value})[""value""]
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 447, in execute
    self.error_handler.check_response(response)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 232, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.InvalidSessionIdException: Message: invalid session id: session deleted as the browser has closed the connection
from disconnected: not connected to DevTools
  (Session info: chrome=141.0.7390.66)
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd85060f]
	(No symbol) [0x0x7ff6fd83c145]
	(No symbol) [0x0x7ff6fd86177a]
	(No symbol) [0x0x7ff6fd8d8b06]
	(No symbol) [0x0x7ff6fd8f8fa2]
	(No symbol) [0x0x7ff6fd8d1003]
	(No symbol) [0x0x7ff6fd8995d1]
	(No symbol) [0x0x7ff6fd89a3f3]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	GetHandleVerifier [0x0x7ff6fdad7b24+117460]
	GetHandleVerifier [0x0x7ff6fdad7cdf+117903]
	GetHandleVerifier [0x0x7ff6fdabdbb8+11112]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
2025-10-22 15:52:07,Booking Creation,Open Website,PASS,
2025-10-22 15:52:09,Booking Creation,Login,PASS,
2025-10-22 15:52:13,Booking Creation,Navigate to Booking,PASS,
2025-10-22 15:52:13,Booking Creation,Upload Profile Image,PASS,
2025-10-22 15:52:13,Booking Creation,Upload Register Document,PASS,
2025-10-22 15:52:14,Booking Creation,Upload First Name,PASS,
2025-10-22 15:52:14,Booking Creation,Upload Last Name,PASS,
2025-10-22 15:52:14,Booking Creation,Upload Contact Number,PASS,
2025-10-22 15:52:15,Booking Creation,Upload Email Address,PASS,
2025-10-22 15:52:15,Booking Creation,Upload Driving License,PASS,
2025-10-22 15:52:16,Booking Creation,Enter Driving Lic Expiry,PASS,
2025-10-22 15:52:17,Booking Creation,Upload Passport ID,PASS,
2025-10-22 15:52:17,Booking Creation,Enter Passport ID Expiry,PASS,
2025-10-22 15:52:18,Booking Creation,Upload Visa Number,PASS,
2025-10-22 15:52:18,Booking Creation,Enter Visa Expiry,PASS,
2025-10-22 15:52:19,Booking Creation,Select Nationality,PASS,
2025-10-22 15:52:19,Booking Creation,Upload Address line 1,PASS,
2025-10-22 15:52:20,Booking Creation,Upload Address line 2,PASS,
2025-10-22 15:52:20,Booking Creation,Upload Postal code,PASS,
2025-10-22 15:52:26,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:52:26,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:52:27,Booking Creation,Fuel Value,PASS,
2025-10-22 15:52:27,Booking Creation,Exterior Condition,PASS,
2025-10-22 15:52:28,Booking Creation,Interior Condition,PASS,
2025-10-22 15:52:28,Booking Creation,Tyre Condition,PASS,
2025-10-22 15:52:28,Booking Creation,Spare Tyre,PASS,
2025-10-22 15:52:29,Booking Creation,ToolKit,PASS,
2025-10-22 15:52:29,Booking Creation,Mileage At Pickup,PASS,
2025-10-22 15:52:29,Booking Creation,Mileage limit,PASS,
2025-10-22 15:52:30,Booking Creation,Pickup Time,PASS,
2025-10-22 15:52:31,Booking Creation,Return Time,PASS,
2025-10-22 15:52:31,Booking Creation,Enter PickUp Location,PASS,
2025-10-22 15:52:32,Booking Creation,Enter dropOff Location,PASS,
2025-10-22 15:52:32,Booking Creation,Confirm Booking,PASS,
2025-10-22 15:52:32,Booking Creation,Submit Form,PASS,
2025-10-22 15:52:34,Toast Message,PASS,Record Saved,
2025-10-22 15:52:51,Booking Creation,Open Website,PASS,
2025-10-22 15:52:53,Booking Creation,Login,PASS,
2025-10-22 15:52:57,Booking Creation,Navigate to Booking,PASS,
2025-10-22 15:52:58,Booking Creation,Upload Profile Image,PASS,
2025-10-22 15:52:58,Booking Creation,Upload Register Document,PASS,
2025-10-22 15:52:58,Booking Creation,Upload First Name,PASS,
2025-10-22 15:52:58,Booking Creation,Upload Last Name,PASS,
2025-10-22 15:52:59,Booking Creation,Upload Contact Number,PASS,
2025-10-22 15:53:00,Booking Creation,Upload Email Address,PASS,
2025-10-22 15:53:00,Booking Creation,Upload Driving License,PASS,
2025-10-22 15:53:01,Booking Creation,Enter Driving Lic Expiry,PASS,
2025-10-22 15:53:01,Booking Creation,Upload Passport ID,PASS,
2025-10-22 15:53:02,Booking Creation,Enter Passport ID Expiry,PASS,
2025-10-22 15:53:02,Booking Creation,Upload Visa Number,PASS,
2025-10-22 15:53:03,Booking Creation,Enter Visa Expiry,PASS,
2025-10-22 15:53:03,Booking Creation,Select Nationality,PASS,
2025-10-22 15:53:04,Booking Creation,Upload Address line 1,PASS,
2025-10-22 15:53:04,Booking Creation,Upload Address line 2,PASS,
2025-10-22 15:53:05,Booking Creation,Upload Postal code,PASS,
2025-10-22 15:53:15,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:53:15,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:53:15,Booking Creation,Fuel Value,PASS,
2025-10-22 15:53:15,Booking Creation,Exterior Condition,PASS,
2025-10-22 15:53:16,Booking Creation,Interior Condition,PASS,
2025-10-22 15:53:16,Booking Creation,Tyre Condition,PASS,
2025-10-22 15:53:16,Booking Creation,Spare Tyre,PASS,
2025-10-22 15:53:17,Booking Creation,ToolKit,PASS,
2025-10-22 15:53:17,Booking Creation,Mileage At Pickup,PASS,
2025-10-22 15:53:17,Booking Creation,Mileage limit,PASS,
2025-10-22 15:53:18,Booking Creation,Pickup Time,PASS,
2025-10-22 15:53:19,Booking Creation,Return Time,PASS,
2025-10-22 15:53:19,Booking Creation,Enter PickUp Location,PASS,
2025-10-22 15:53:20,Booking Creation,Enter dropOff Location,PASS,
2025-10-22 15:53:20,Booking Creation,Confirm Booking,PASS,
2025-10-22 15:53:20,Booking Creation,Submit Form,PASS,
2025-10-22 15:53:22,Toast Message,PASS,Record Saved,
2025-10-22 15:54:46,Booking Creation,Open Website,PASS,
2025-10-22 15:54:49,Booking Creation,Login,PASS,
2025-10-22 15:54:52,Booking Creation,Navigate to Booking,PASS,
2025-10-22 15:54:53,Booking Creation,Upload Profile Image,PASS,
2025-10-22 15:54:53,Booking Creation,Upload Register Document,PASS,
2025-10-22 15:54:53,Booking Creation,Upload First Name,PASS,
2025-10-22 15:54:54,Booking Creation,Upload Last Name,PASS,
2025-10-22 15:54:54,Booking Creation,Upload Contact Number,PASS,
2025-10-22 15:54:55,Booking Creation,Upload Email Address,PASS,
2025-10-22 15:54:55,Booking Creation,Upload Driving License,PASS,
2025-10-22 15:54:56,Booking Creation,Enter Driving Lic Expiry,PASS,
2025-10-22 15:54:56,Booking Creation,Upload Passport ID,PASS,
2025-10-22 15:54:57,Booking Creation,Enter Passport ID Expiry,PASS,
2025-10-22 15:54:57,Booking Creation,Upload Visa Number,PASS,
2025-10-22 15:54:58,Booking Creation,Enter Visa Expiry,PASS,
2025-10-22 15:54:58,Booking Creation,Select Nationality,PASS,
2025-10-22 15:54:59,Booking Creation,Upload Address line 1,PASS,
2025-10-22 15:55:00,Booking Creation,Upload Address line 2,PASS,
2025-10-22 15:55:00,Booking Creation,Upload Postal code,PASS,
2025-10-22 15:55:10,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:55:10,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:55:10,Booking Creation,Fuel Value,PASS,
2025-10-22 15:55:11,Booking Creation,Exterior Condition,PASS,
2025-10-22 15:55:11,Booking Creation,Interior Condition,PASS,
2025-10-22 15:55:12,Booking Creation,Tyre Condition,PASS,
2025-10-22 15:55:12,Booking Creation,Spare Tyre,PASS,
2025-10-22 15:55:12,Booking Creation,ToolKit,PASS,
2025-10-22 15:55:12,Booking Creation,Mileage At Pickup,PASS,
2025-10-22 15:55:13,Booking Creation,Mileage limit,PASS,
2025-10-22 15:55:13,Booking Creation,Pickup Time,PASS,
2025-10-22 15:55:14,Booking Creation,Return Time,PASS,
2025-10-22 15:55:15,Booking Creation,Enter PickUp Location,PASS,
2025-10-22 15:55:15,Booking Creation,Enter dropOff Location,PASS,
2025-10-22 15:55:15,Booking Creation,Confirm Booking,PASS,
2025-10-22 15:55:15,Booking Creation,Submit Form,PASS,
2025-10-22 15:55:18,Toast Message,PASS,Record Saved,
2025-10-22 15:56:41,Booking Creation,Open Website,PASS,
2025-10-22 15:56:42,Booking Creation,Login,PASS,
2025-10-22 15:56:47,Booking Creation,Navigate to Booking,PASS,
2025-10-22 15:56:47,Booking Creation,Upload Profile Image,PASS,
2025-10-22 15:56:47,Booking Creation,Upload Register Document,PASS,
2025-10-22 15:56:48,Booking Creation,Upload First Name,PASS,
2025-10-22 15:56:48,Booking Creation,Upload Last Name,PASS,
2025-10-22 15:56:49,Booking Creation,Upload Contact Number,PASS,
2025-10-22 15:56:49,Booking Creation,Upload Email Address,PASS,
2025-10-22 15:56:50,Booking Creation,Upload Driving License,PASS,
2025-10-22 15:56:51,Booking Creation,Enter Driving Lic Expiry,PASS,
2025-10-22 15:56:51,Booking Creation,Upload Passport ID,PASS,
2025-10-22 15:56:52,Booking Creation,Enter Passport ID Expiry,PASS,
2025-10-22 15:56:52,Booking Creation,Upload Visa Number,PASS,
2025-10-22 15:56:53,Booking Creation,Enter Visa Expiry,PASS,
2025-10-22 15:56:53,Booking Creation,Select Nationality,PASS,
2025-10-22 15:56:54,Booking Creation,Upload Address line 1,PASS,
2025-10-22 15:56:54,Booking Creation,Upload Address line 2,PASS,
2025-10-22 15:56:55,Booking Creation,Upload Postal code,PASS,
2025-10-22 15:57:02,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:57:02,Booking Creation,Select Vehicle,PASS,
2025-10-22 15:57:02,Booking Creation,Fuel Value,PASS,
2025-10-22 15:57:03,Booking Creation,Exterior Condition,PASS,
2025-10-22 15:57:03,Booking Creation,Interior Condition,PASS,
2025-10-22 15:57:04,Booking Creation,Tyre Condition,PASS,
2025-10-22 15:57:04,Booking Creation,Spare Tyre,PASS,
2025-10-22 15:57:05,Booking Creation,ToolKit,PASS,
2025-10-22 15:57:05,Booking Creation,Mileage At Pickup,PASS,
2025-10-22 15:57:05,Booking Creation,Mileage limit,PASS,
2025-10-22 15:57:06,Booking Creation,Pickup Time,PASS,
2025-10-22 15:57:06,Booking Creation,Return Time,PASS,
2025-10-22 15:57:07,Booking Creation,Enter PickUp Location,PASS,
2025-10-22 15:57:08,Booking Creation,Enter dropOff Location,PASS,
2025-10-22 15:57:08,Booking Creation,Confirm Booking,PASS,
2025-10-22 15:57:08,Booking Creation,Submit Form,PASS,
2025-10-22 15:57:10,Toast Message,PASS,Record Saved,
2025-10-22 16:12:11,Booking Creation,Open Website,PASS,
2025-10-22 16:12:12,Booking Creation,Login,PASS,
2025-10-22 16:12:18,Booking Creation,Navigate to Company Booking,PASS,
2025-10-22 16:12:18,Booking Creation,Upload Profile Image,PASS,
2025-10-22 16:12:18,Booking Creation,Upload Register Document,PASS,
2025-10-22 16:12:28,Booking Creation,Upload First Name,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_company_code.py"", line 58, in fill_field
    element = wait.until(EC.presence_of_element_located((locator_type, locator)))
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 138, in until
    raise TimeoutException(message, screen, stacktrace)
selenium.common.exceptions.TimeoutException: Message: 
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd85060f]
	(No symbol) [0x0x7ff6fd8a8854]
	(No symbol) [0x0x7ff6fd8a8b1c]
	(No symbol) [0x0x7ff6fd8fc927]
	(No symbol) [0x0x7ff6fd8d126f]
	(No symbol) [0x0x7ff6fd8f968a]
	(No symbol) [0x0x7ff6fd8d1003]
	(No symbol) [0x0x7ff6fd8995d1]
	(No symbol) [0x0x7ff6fd89a3f3]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	GetHandleVerifier [0x0x7ff6fdad7b24+117460]
	GetHandleVerifier [0x0x7ff6fdad7cdf+117903]
	GetHandleVerifier [0x0x7ff6fdabdbb8+11112]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
2025-10-22 16:12:31,Booking Creation,Upload Last Name,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_company_code.py"", line 58, in fill_field
    element = wait.until(EC.presence_of_element_located((locator_type, locator)))
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 129, in until
    value = method(self._driver)
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\expected_conditions.py"", line 104, in _predicate
    return driver.find_element(*locator)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 914, in find_element
    return self.execute(Command.FIND_ELEMENT, {""using"": by, ""value"": value})[""value""]
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 447, in execute
    self.error_handler.check_response(response)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 232, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.InvalidSessionIdException: Message: invalid session id: session deleted as the browser has closed the connection
from disconnected: not connected to DevTools
  (Session info: chrome=141.0.7390.66)
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd85060f]
	(No symbol) [0x0x7ff6fd83c145]
	(No symbol) [0x0x7ff6fd86177a]
	(No symbol) [0x0x7ff6fd8d8b06]
	(No symbol) [0x0x7ff6fd8f8fa2]
	(No symbol) [0x0x7ff6fd8d1003]
	(No symbol) [0x0x7ff6fd8995d1]
	(No symbol) [0x0x7ff6fd89a3f3]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	GetHandleVerifier [0x0x7ff6fdad7b24+117460]
	GetHandleVerifier [0x0x7ff6fdad7cdf+117903]
	GetHandleVerifier [0x0x7ff6fdabdbb8+11112]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
2025-10-22 16:12:31,Booking Creation,Upload Contact Number,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_company_code.py"", line 58, in fill_field
    element = wait.until(EC.presence_of_element_located((locator_type, locator)))
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 129, in until
    value = method(self._driver)
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\expected_conditions.py"", line 104, in _predicate
    return driver.find_element(*locator)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 914, in find_element
    return self.execute(Command.FIND_ELEMENT, {""using"": by, ""value"": value})[""value""]
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 447, in execute
    self.error_handler.check_response(response)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 232, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.InvalidSessionIdException: Message: invalid session id
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd850425]
	(No symbol) [0x0x7ff6fd89864f]
	(No symbol) [0x0x7ff6fd8d10f2]
	(No symbol) [0x0x7ff6fd8cb89f]
	(No symbol) [0x0x7ff6fd8ca94a]
	(No symbol) [0x0x7ff6fd81a765]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	(No symbol) [0x0x7ff6fd81970e]
	GetHandleVerifier [0x0x7ff6fdec6a68+4241944]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
2025-10-22 16:12:31,Booking Creation,Upload Email Address,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_company_code.py"", line 58, in fill_field
    element = wait.until(EC.presence_of_element_located((locator_type, locator)))
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 129, in until
    value = method(self._driver)
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\expected_conditions.py"", line 104, in _predicate
    return driver.find_element(*locator)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 914, in find_element
    return self.execute(Command.FIND_ELEMENT, {""using"": by, ""value"": value})[""value""]
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 447, in execute
    self.error_handler.check_response(response)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 232, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.InvalidSessionIdException: Message: invalid session id
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd850425]
	(No symbol) [0x0x7ff6fd89864f]
	(No symbol) [0x0x7ff6fd8d10f2]
	(No symbol) [0x0x7ff6fd8cb89f]
	(No symbol) [0x0x7ff6fd8ca94a]
	(No symbol) [0x0x7ff6fd81a765]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	(No symbol) [0x0x7ff6fd81970e]
	GetHandleVerifier [0x0x7ff6fdec6a68+4241944]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
2025-10-22 16:12:31,Booking Creation,Upload Driving License,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_company_code.py"", line 58, in fill_field
    element = wait.until(EC.presence_of_element_located((locator_type, locator)))
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 129, in until
    value = method(self._driver)
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\expected_conditions.py"", line 104, in _predicate
    return driver.find_element(*locator)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 914, in find_element
    return self.execute(Command.FIND_ELEMENT, {""using"": by, ""value"": value})[""value""]
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 447, in execute
    self.error_handler.check_response(response)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 232, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.InvalidSessionIdException: Message: invalid session id
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd850425]
	(No symbol) [0x0x7ff6fd89864f]
	(No symbol) [0x0x7ff6fd8d10f2]
	(No symbol) [0x0x7ff6fd8cb89f]
	(No symbol) [0x0x7ff6fd8ca94a]
	(No symbol) [0x0x7ff6fd81a765]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	(No symbol) [0x0x7ff6fd81970e]
	GetHandleVerifier [0x0x7ff6fdec6a68+4241944]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
2025-10-22 16:12:31,Booking Creation,Enter Driving Lic Expiry,FAIL,"Traceback (most recent call last):
  File ""d:\OWAIS\python\automation\BMP\booking_company_code.py"", line 125, in test_login_valid
    Driving_Lic = wait.until(
     EC.element_to_be_clickable((By.XPATH, ""//label[contains(text(),'Driving License Expiry Date')]/preceding::input[1]"")))
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\wait.py"", line 129, in until
    value = method(self._driver)
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\support\expected_conditions.py"", line 622, in _predicate
    target = driver.find_element(*target)  # grab element at locator
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 914, in find_element
    return self.execute(Command.FIND_ELEMENT, {""using"": by, ""value"": value})[""value""]
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 447, in execute
    self.error_handler.check_response(response)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File ""C:\Users\Awais\AppData\Local\Programs\Python\Python313\Lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 232, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.InvalidSessionIdException: Message: invalid session id
Stacktrace:
	GetHandleVerifier [0x0x7ff6fdace8e5+80021]
	GetHandleVerifier [0x0x7ff6fdace940+80112]
	(No symbol) [0x0x7ff6fd850425]
	(No symbol) [0x0x7ff6fd89864f]
	(No symbol) [0x0x7ff6fd8d10f2]
	(No symbol) [0x0x7ff6fd8cb89f]
	(No symbol) [0x0x7ff6fd8ca94a]
	(No symbol) [0x0x7ff6fd81a765]
	GetHandleVerifier [0x0x7ff6fdd8dc7d+2960429]
	GetHandleVerifier [0x0x7ff6fdd87f3a+2936554]
	GetHandleVerifier [0x0x7ff6fdda8977+3070247]
	GetHandleVerifier [0x0x7ff6fdae83ce+185214]
	GetHandleVerifier [0x0x7ff6fdaefe1f+216527]
	(No symbol) [0x0x7ff6fd81970e]
	GetHandleVerifier [0x0x7ff6fdec6a68+4241944]
	BaseThreadInitThunk [0x0x7ffbe0507374+20]
	RtlUserThreadStart [0x0x7ffbe195cc91+33]

"
